Path found!
Starting point = (0.000000, 0.937500)
Final point = (179.203866, 0.532852)
Cost = 1833.000000
nodes = 1834
(70.196676, 1.975256)
(70.296662, 1.973578)
(70.396498, 1.979307)
(70.496476, 1.977216)
(70.596407, 1.973517)
(70.696400, 1.974738)
(70.796303, 1.979136)
(70.896120, 1.985183)
(70.996119, 1.985709)
(71.096098, 1.987765)
(71.196085, 1.986175)
(71.296085, 1.986023)
(71.396085, 1.985802)
(71.495993, 1.990079)
(71.595984, 1.991420)
(71.695953, 1.988931)
(71.795691, 1.981692)
(71.895604, 1.985847)
(71.995593, 1.987351)
(72.095592, 1.986808)
(72.195589, 1.987493)
(72.295579, 1.986045)
(72.395560, 1.987984)
(72.495559, 1.988282)
(72.595553, 1.989391)
(72.695531, 1.987271)
(72.795521, 1.985894)
(72.895508, 1.984245)
(72.995507, 1.984511)
(73.095506, 1.983962)
(73.195501, 1.982977)
(73.295493, 1.981680)
(73.395482, 1.980199)
(73.495368, 1.984971)
(73.595321, 1.988039)
(73.693221, 1.967656)
(73.793211, 1.969119)
(73.893001, 1.962650)
(73.992911, 1.966905)
(74.092910, 1.967126)
(74.192532, 1.958437)
(74.292532, 1.958157)
(74.387367, 1.989879)
(74.487315, 1.986657)
(74.587303, 1.985088)
(74.687285, 1.986965)
(74.787220, 1.983351)
(74.886983, 1.976472)
(74.986978, 1.975494)
(75.086969, 1.974118)
(75.186917, 1.970897)
(75.286912, 1.969926)
(75.386911, 1.969369)
(75.486267, 1.958037)
(75.586167, 1.962499)
(75.686162, 1.961519)
(75.786157, 1.960502)
(75.886013, 1.965861)
(75.985976, 1.963123)
(76.085915, 1.959625)
(76.185749, 1.953879)
(76.285729, 1.955881)
(76.385711, 1.957810)
(76.485693, 1.959704)
(76.585685, 1.960984)
(76.685488, 1.967246)
(76.785485, 1.968102)
(76.885466, 1.970042)
(76.985465, 1.970509)
(77.085355, 1.965828)
(77.185242, 1.970588)
(77.285241, 1.970215)
(77.385233, 1.971459)
(77.485226, 1.970200)
(77.585152, 1.966356)
(77.666569, 1.908294)
(77.766568, 1.908715)
(77.866243, 1.916773)
(77.966171, 1.920560)
(78.066128, 1.917608)
(78.166127, 1.917310)
(78.266088, 1.920124)
(78.365969, 1.924987)
(78.465858, 1.929712)
(78.565840, 1.931611)
(78.665840, 1.931571)
(78.765826, 1.929896)
(78.865809, 1.931726)
(78.965798, 1.930279)
(79.065798, 1.930570)
(79.165797, 1.931024)
(79.263961, 1.950097)
(79.363070, 1.963416)
(79.463070, 1.963753)
(79.563068, 1.964277)
(79.663060, 1.965540)
(79.763060, 1.965746)
(79.863058, 1.965025)
(79.963011, 1.968087)
(80.062830, 1.974099)
(80.162824, 1.972990)
(80.262818, 1.974108)
(80.362559, 1.966924)
(80.462544, 1.965178)
(80.562523, 1.967236)
(80.662465, 1.963841)
(80.762403, 1.960307)
(80.861819, 1.971091)
(80.961819, 1.971294)
(81.061819, 1.971652)
(81.161805, 1.973297)
(81.261780, 1.975523)
