Cycle, Time, Vel_0, Acc_0, TrafficLight, Vel_req, Acc_req, c1, c2, c3, c4, c5
239, 15.145, 0.14476, 0.204916, 1, 0.154983, -0.00376613, 0.14476, 0.204916, -0.0179853, 0.000746791, -1.28588e-05
240, 15.186, 0.154384, 0.192489, 1, 0.163988, -0.00379219, 0.154384, 0.192489, -0.0164745, 0.000666041, -1.11609e-05
241, 15.245, 0.162653, 0.165388, 1, 0.170906, -0.00379297, 0.162653, 0.165388, -0.0132414, 0.000499638, -7.80847e-06
242, 15.295, 0.16893, 0.125523, 1, 0.175195, -0.00377165, 0.16893, 0.125523, -0.00888474, 0.000295288, -4.06e-06
243, 15.348, 0.172225, 0.0659, 1, 0.175515, -0.00372671, 0.172225, 0.0659, -0.00350848, 8.68676e-05, -8.87077e-07
244, 15.394, 0.171965, -0.00519968, 1, 0, -0.00369164, 0, 0, 0, 0, 0
245, 15.449, 0.168147, -0.0763457, 1, 0, -0.00369164, 0, 0, 0, 0, 0
246, 15.495, 0.161453, -0.133893, 1, 0, -0.00369164, 0, 0, 0, 0, 0
247, 15.549, 0.152813, -0.172794, 1, 0, -0.00369164, 0, 0, 0, 0, 0
248, 15.595, 0.142999, -0.19628, 1, 0, -0.00369164, 0, 0, 0, 0, 0
249, 15.65, 0.132558, -0.208824, 1, 0, -0.00369164, 0, 0, 0, 0, 0
250, 15.698, 0.121836, -0.214432, 1, 0, -0.00369164, 0, 0, 0, 0, 0
251, 15.75, 0.110975, -0.217228, 1, 0, -0.00369164, 0, 0, 0, 0, 0
252, 15.798, 0.10013, -0.216901, 1, 0, -0.00369164, 0, 0, 0, 0, 0
253, 15.852, 0.0892503, -0.217589, 1, 0, -0.00369164, 0, 0, 0, 0, 0
254, 15.9, 0.0784511, -0.215985, 1, 0, -0.00369164, 0, 0, 0, 0, 0
255, 15.96, 0.06761, -0.216822, 1, 0, -0.00369164, 0, 0, 0, 0, 0
256, 16, 0.056837, -0.21546, 1, 0, -0.00369164, 0, 0, 0, 0, 0
257, 16.062, 0.0459988, -0.216764, 1, 0, -0.00369164, 0, 0, 0, 0, 0
258, 16.104, 0.0352037, -0.215902, 1, 0, -0.00369164, 0, 0, 0, 0, 0
259, 16.162, 0.0243142, -0.21779, 1, 0, -0.00369164, 0, 0, 0, 0, 0
260, 16.205, 0.0134449, -0.217385, 1, 0, -0.00369164, 0, 0, 0, 0, 0
261, 16.262, 0.00249396, -0.219019, 1, 0, -0.00369164, 0, 0, 0, 0, 0
262, 16.305, -0.00842532, -0.218386, 1, 0, -0.00369164, 0, 0, 0, 0, 0
263, 16.362, -0.0193059, -0.217611, 1, 0, -0.00369164, 0, 0, 0, 0, 0
264, 16.406, -0.0300173, -0.214228, 1, 0, -0.00369164, 0, 0, 0, 0, 0
265, 16.462, -0.040352, -0.206695, 1, 0, -0.00369164, 0, 0, 0, 0, 0
266, 16.504, -0.0500495, -0.19395, 1, 0, -0.00369164, 0, 0, 0, 0, 0
267, 16.562, -0.0585525, -0.170058, 1, 0, -0.00369164, 0, 0, 0, 0, 0
268, 16.604, -0.0652536, -0.134023, 1, 0, -0.00369164, 0, 0, 0, 0, 0
269, 16.662, -0.0692157, -0.0792417, 1, 0, -0.00369164, 0, 0, 0, 0, 0
270, 16.706, -0.0697838, -0.0113617, 1, 0, -0.00369164, 0, 0, 0, 0, 0
271, 16.768, -0.0667056, 0.0615634, 1, -0.0636308, -0.0037248, -0.0667056, 0.0615634, -0.00265376, 5.55404e-05, -4.86206e-07
272, 16.818, -0.0605092, 0.123929, 1, -0.0543224, -0.00379465, -0.0605092, 0.123929, -0.00771562, 0.000232284, -2.92103e-06
273, 16.88, -0.0520541, 0.169101, 1, -0.0436145, -0.00387243, -0.0520541, 0.169101, -0.0124012, 0.00043893, -6.48503e-06
274, 16.929, -0.0421016, 0.19905, 1, -0.032169, -0.00394748, -0.0421016, 0.19905, -0.0159321, 0.000614614, -9.89271e-06
275, 16.987, -0.0312992, 0.216047, 1, -0.0205195, -0.00401442, -0.0312992, 0.216047, -0.0181062, 0.000730498, -1.22921e-05
276, 17.036, -0.0199803, 0.226378, 1, -0.0086858, -0.00407718, -0.0199803, 0.226378, -0.0195119, 0.000808725, -1.39751e-05
277, 17.095, -0.00843595, 0.230888, 1, 0.00308323, -0.00413437, -0.00843595, 0.230888, -0.0201893, 0.000848042, -1.48461e-05
278, 17.147, 0.00325679, 0.233855, 1, 0.0149237, -0.00419082, 0.00325679, 0.233855, -0.020673, 0.000876948, -1.54985e-05
279, 17.201, 0.0149896, 0.234656, 1, 0.0266963, -0.00424495, 0.0149896, 0.234656, -0.0208733, 0.000890023, -1.58053e-05
280, 17.249, 0.0267892, 0.235992, 1, 0.0385624, -0.0043005, 0.0267892, 0.235992, -0.0211472, 0.000907391, -1.62096e-05
281, 17.304, 0.0386074, 0.236364, 1, 0.050399, -0.00435514, 0.0386074, 0.236364, -0.0212936, 0.000917558, -1.64551e-05
282, 17.353, 0.0505136, 0.238124, 1, 0.0623928, -0.0044125, 0.0505136, 0.238124, -0.0216294, 0.000938713, -1.69492e-05
283, 17.408, 0.062469, 0.239107, 1, 0.074397, -0.00446943, 0.062469, 0.239107, -0.0218626, 0.000954082, -1.73158e-05
284, 17.456, 0.0745653, 0.241927, 1, 0.0866337, -0.00453011, 0.0745653, 0.241927, -0.0223503, 0.000984442, -1.80267e-05
285, 17.511, 0.086746, 0.243614, 1, 0.0988984, -0.00459013, 0.086746, 0.243614, -0.0226874, 0.00100623, -1.85469e-05
286, 17.558, 0.0991135, 0.247349, 1, 0.111452, -0.00465461, 0.0991135, 0.247349, -0.0233143, 0.00104543, -1.94752e-05
287, 17.618, 0.111563, 0.248991, 1, 0.123983, -0.00471708, 0.111563, 0.248991, -0.0236549, 0.00106792, -2.00221e-05
288, 17.667, 0.124177, 0.252287, 1, 0.136761, -0.00478338, 0.124177, 0.252287, -0.0242341, 0.00110501, -2.09172e-05
289, 17.723, 0.136737, 0.251198, 1, 0.149267, -0.0048434, 0.136737, 0.251198, -0.0241942, 0.00110484, -2.09371e-05
290, 17.772, 0.149191, 0.249075, 1, 0.161615, -0.00490148, 0.149191, 0.249075, -0.0240067, 0.00109571, -2.07453e-05
291, 17.828, 0.161048, 0.23715, 1, 0.172878, -0.00494185, 0.161048, 0.23715, -0.0224383, 0.00100385, -1.86209e-05
292, 17.877, 0.171742, 0.213867, 1, 0.182411, -0.00495953, 0.171742, 0.213867, -0.0193656, 0.000827554, -1.46535e-05
293, 17.931, 0.180163, 0.168433, 1, 0.188568, -0.0049373, 0.180163, 0.168433, -0.0137106, 0.000525002, -8.3214e-06
294, 17.981, 0.184927, 0.0952661, 1, 0.189683, -0.00487544, 0.184927, 0.0952661, -0.00601419, 0.000177209, -2.15598e-06
295, 18.038, 0.184871, -0.00111079, 1, 0, -0.00481535, 0, 0, 0, 0, 0
296, 18.089, 0.179925, -0.0989188, 1, 0, -0.00481535, 0, 0, 0, 0, 0
297, 18.142, 0.171239, -0.173728, 1, 0, -0.00481535, 0, 0, 0, 0, 0
298, 18.193, 0.160295, -0.218877, 1, 0, -0.00481535, 0, 0, 0, 0, 0
299, 18.248, 0.148151, -0.242889, 1, 0, -0.00481535, 0, 0, 0, 0, 0
300, 18.296, 0.135521, -0.252582, 1, 0, -0.00481535, 0, 0, 0, 0, 0
301, 18.35, 0.122671, -0.257002, 1, 0, -0.00481535, 0, 0, 0, 0, 0
302, 18.4, 0.109808, -0.257277, 1, 0, -0.00481535, 0, 0, 0, 0, 0
303, 18.458, 0.0969623, -0.256904, 1, 0, -0.00481535, 0, 0, 0, 0, 0
304, 18.508, 0.0841385, -0.256476, 1, 0, -0.00481535, 0, 0, 0, 0, 0
305, 18.562, 0.0713691, -0.255388, 1, 0, -0.00481535, 0, 0, 0, 0, 0
306, 18.612, 0.0585481, -0.256419, 1, 0, -0.00481535, 0, 0, 0, 0, 0
307, 18.668, 0.045746, -0.256043, 1, 0, -0.00481535, 0, 0, 0, 0, 0
308, 18.719, 0.032848, -0.25796, 1, 0, -0.00481535, 0, 0, 0, 0, 0
309, 18.775, 0.01995, -0.25796, 1, 0, -0.00481535, 0, 0, 0, 0, 0
310, 18.823, 0.00699024, -0.259195, 1, 0, -0.00481535, 0, 0, 0, 0, 0
311, 18.878, -0.00587951, -0.257395, 1, 0, -0.00481535, 0, 0, 0, 0, 0
312, 18.928, -0.0185816, -0.254041, 1, 0, -0.00481535, 0, 0, 0, 0, 0
313, 18.982, -0.0307515, -0.243398, 1, 0, -0.00481535, 0, 0, 0, 0, 0
314, 19.029, -0.0418857, -0.222684, 1, 0, -0.00481535, 0, 0, 0, 0, 0
315, 19.086, -0.0511021, -0.184329, 1, 0, -0.00481535, 0, 0, 0, 0, 0
316, 19.135, -0.0571081, -0.12012, 1, 0, -0.00481535, 0, 0, 0, 0, 0
317, 19.188, -0.0586765, -0.0313684, 1, 0, -0.00481535, 0, 0, 0, 0, 0
318, 19.24, -0.0552503, 0.0685258, 1, -0.0518279, -0.00485469, -0.0552503, 0.0685258, -0.00314965, 7.01191e-05, -6.52408e-07
319, 19.293, -0.0476134, 0.152738, 1, -0.0399898, -0.00495629, -0.0476134, 0.152738, -0.0106548, 0.000358649, -5.03908e-06
320, 19.343, -0.0371494, 0.209278, 1, -0.026707, -0.00506484, -0.0371494, 0.209278, -0.0172177, 0.000682335, -1.12803e-05
321, 19.395, -0.0250148, 0.242692, 1, -0.0129072, -0.00516283, -0.0250148, 0.242692, -0.0216234, 0.000926815, -1.65643e-05
322, 19.446, -0.0120151, 0.259995, 1, 0.000954601, -0.00524772, -0.0120151, 0.259995, -0.0240981, 0.00107322, -1.9922e-05
323, 19.501, 0.00142114, 0.268724, 1, 0.0148255, -0.00532473, 0.00142114, 0.268724, -0.025446, 0.00115644, -2.18977e-05
324, 19.548, 0.0150592, 0.272762, 1, 0.0286647, -0.00539704, 0.0150592, 0.272762, -0.0261486, 0.00120172, -2.30021e-05
325, 19.61, 0.0287548, 0.273912, 1, 0.0424174, -0.005466, 0.0287548, 0.273912, -0.0264428, 0.00122234, -2.35243e-05
326, 19.66, 0.0425567, 0.276038, 1, 0.056325, -0.00553751, 0.0425567, 0.276038, -0.0268818, 0.00125209, -2.42709e-05
327, 19.714, 0.0563935, 0.276736, 1, 0.0701965, -0.00560757, 0.0563935, 0.276736, -0.0271167, 0.00126936, -2.47194e-05
328, 19.763, 0.070341, 0.27895, 1, 0.0842541, -0.00568102, 0.070341, 0.27895, -0.0275769, 0.00130087, -2.55187e-05
329, 19.82, 0.0844328, 0.281836, 1, 0.0984895, -0.00575694, 0.0844328, 0.281836, -0.0281423, 0.00133932, -2.64959e-05
330, 19.867, 0.0986667, 0.284677, 1, 0.112865, -0.00583428, 0.0986667, 0.284677, -0.0287084, 0.00137821, -2.74932e-05
331, 19.921, 0.113132, 0.289306, 1, 0.12756, -0.0059165, 0.113132, 0.289306, -0.0295527, 0.00143542, -2.89602e-05
332, 19.969, 0.127739, 0.292136, 1, 0.142308, -0.00599755, 0.127739, 0.292136, -0.0301349, 0.00147632, -3.00301e-05
333, 20.023, 0.142415, 0.293519, 1, 0.157053, -0.00607738, 0.142415, 0.293519, -0.0305018, 0.00150351, -3.07596e-05
334, 20.073, 0.156945, 0.290613, 1, 0.171438, -0.00614991, 0.156945, 0.290613, -0.0302112, 0.00148779, -3.03964e-05
335, 20.131, 0.170697, 0.275029, 1, 0.184413, -0.0061977, 0.170697, 0.275029, -0.0279958, 0.00134781, -2.6906e-05
336, 20.177, 0.182662, 0.239301, 1, 0.194598, -0.00620437, 0.182662, 0.239301, -0.0229297, 0.00103679, -1.94244e-05
337, 20.232, 0.190995, 0.166662, 1, 0.199311, -0.00614479, 0.190995, 0.166662, -0.0135697, 0.000519006, -8.21319e-06
338, 20.279, 0.193433, 0.0487602, 1, 0.195868, -0.00603826, 0.193433, 0.0487602, -0.00232394, 5.09678e-05, -4.59534e-07
339, 20.332, 0.189006, -0.0885416, 1, 0, -0.00601503, 0, 0, 0, 0, 0
340, 20.381, 0.17907, -0.198711, 1, 0, -0.00601503, 0, 0, 0, 0, 0
341, 20.434, 0.165992, -0.261575, 1, 0, -0.00601503, 0, 0, 0, 0, 0
342, 20.483, 0.151445, -0.290931, 1, 0, -0.00601503, 0, 0, 0, 0, 0
343, 20.537, 0.136361, -0.301693, 1, 0, -0.00601503, 0, 0, 0, 0, 0
344, 20.586, 0.121162, -0.303961, 1, 0, -0.00601503, 0, 0, 0, 0, 0
345, 20.643, 0.105949, -0.304273, 1, 0, -0.00601503, 0, 0, 0, 0, 0
346, 20.691, 0.0907975, -0.303026, 1, 0, -0.00601503, 0, 0, 0, 0, 0
347, 20.748, 0.075686, -0.302229, 1, 0, -0.00601503, 0, 0, 0, 0, 0
348, 20.797, 0.0605272, -0.303178, 1, 0, -0.00601503, 0, 0, 0, 0, 0
349, 20.853, 0.0453516, -0.303511, 1, 0, -0.00601503, 0, 0, 0, 0, 0
350, 20.902, 0.0301084, -0.304864, 1, 0, -0.00601503, 0, 0, 0, 0, 0
351, 20.958, 0.0147869, -0.306429, 1, 0, -0.00601503, 0, 0, 0, 0, 0
352, 21.006, -0.000435694, -0.304453, 1, 0, -0.00601503, 0, 0, 0, 0, 0
353, 21.071, -0.0153522, -0.29833, 1, 0, -0.00601503, 0, 0, 0, 0, 0
354, 21.131, -0.029408, -0.281115, 1, 0, -0.00601503, 0, 0, 0, 0, 0
355, 21.193, -0.041507, -0.24198, 1, 0, -0.00601503, 0, 0, 0, 0, 0
356, 21.248, -0.049968, -0.169221, 1, 0, -0.00601503, 0, 0, 0, 0, 0
357, 21.309, -0.0526446, -0.0535318, 1, 0, -0.00601503, 0, 0, 0, 0, 0
358, 21.359, -0.0485526, 0.0818402, 1, -0.0444658, -0.00606678, -0.0485526, 0.0818402, -0.00414224, 0.000101371, -1.03621e-06
359, 21.411, -0.0389338, 0.192377, 1, -0.0293339, -0.00621462, -0.0389338, 0.192377, -0.0151534, 0.000575147, -9.10747e-06
360, 21.46, -0.0259603, 0.259469, 1, -0.0130167, -0.00636169, -0.0259603, 0.259469, -0.023903, 0.00105932, -1.95753e-05
361, 21.518, -0.011286, 0.293487, 1, 0.00335222, -0.00648394, -0.011286, 0.293487, -0.028916, 0.00136875, -2.70042e-05
362, 21.569, 0.00421478, 0.310015, 1, 0.0196761, -0.00658914, 0.00421478, 0.310015, -0.0315592, 0.00154158, -3.13724e-05
363, 21.626, 0.0200402, 0.316508, 1, 0.0358247, -0.0066825, 0.0200402, 0.316508, -0.0327266, 0.00162172, -3.34669e-05
364, 21.676, 0.0359841, 0.318879, 1, 0.0518865, -0.00677099, 0.0359841, 0.318879, -0.0332692, 0.00166142, -3.4538e-05
365, 21.731, 0.0520424, 0.321165, 1, 0.0680584, -0.00686074, 0.0520424, 0.321165, -0.0338049, 0.00170101, -3.56154e-05
366, 21.78, 0.0682112, 0.323377, 1, 0.0843372, -0.00695176, 0.0682112, 0.323377, -0.0343352, 0.0017406, -3.67011e-05
367, 21.841, 0.0845142, 0.326059, 1, 0.100773, -0.00704513, 0.0845142, 0.326059, -0.0349469, 0.00178607, -3.79517e-05
368, 21.9, 0.101047, 0.330652, 1, 0.117535, -0.00714395, 0.101047, 0.330652, -0.0358744, 0.00185366, -3.9805e-05
369, 21.958, 0.117835, 0.335761, 1, 0.134577, -0.00724633, 0.117835, 0.335761, -0.0369006, 0.00192895, -4.18882e-05
370, 22.007, 0.134831, 0.339919, 1, 0.15178, -0.00734952, 0.134831, 0.339919, -0.0377867, 0.0019954, -4.37543e-05
371, 22.063, 0.151823, 0.339843, 1, 0.168768, -0.0074463, 0.151823, 0.339843, -0.0379829, 0.00201391, -4.43201e-05
372, 22.114, 0.168313, 0.329798, 1, 0.184757, -0.00752309, 0.168313, 0.329798, -0.0365365, 0.00191729, -4.17392e-05
373, 22.17, 0.183036, 0.294459, 1, 0.19772, -0.00754627, 0.183036, 0.294459, -0.031084, 0.00155106, -3.20868e-05
374, 22.215, 0.19345, 0.208285, 1, 0.203841, -0.00747056, 0.19345, 0.208285, -0.0187997, 0.000798789, -1.40523e-05
375, 22.272, 0.196084, 0.0526799, 1, 0.198715, -0.00731523, 0.196084, 0.0526799, -0.00259869, 5.90566e-05, -5.5193e-07
376, 22.322, 0.189473, -0.13223, 1, 0, -0.00728926, 0, 0, 0, 0, 0
377, 22.374, 0.176198, -0.265485, 1, 0, -0.00728926, 0, 0, 0, 0, 0
378, 22.424, 0.159743, -0.329106, 1, 0, -0.00728926, 0, 0, 0, 0, 0
379, 22.478, 0.142167, -0.351512, 2, 0, -0.00728926, 0, 0, 0, 0, 0
380, 22.528, 0.124302, -0.357309, 2, 0, -0.00728926, 0, 0, 0, 0, 0
381, 22.582, 0.106423, -0.357574, 2, 0, -0.00728926, 0, 0, 0, 0, 0
382, 22.629, 0.0885992, -0.356482, 2, 0, -0.00728926, 0, 0, 0, 0, 0
383, 22.685, 0.0708098, -0.355787, 2, 0, -0.00728926, 0, 0, 0, 0, 0
384, 22.735, 0.0529892, -0.356412, 2, 0, -0.00728926, 0, 0, 0, 0, 0
385, 22.791, 0.0350607, -0.35857, 2, 0, -0.00728926, 0, 0, 0, 0, 0
386, 22.838, 0.0170731, -0.359753, 2, 0, -0.00728926, 0, 0, 0, 0, 0
387, 22.901, -0.00081009, -0.357663, 2, 0, -0.00728926, 0, 0, 0, 0, 0
388, 22.951, -0.01814, -0.346599, 2, 0, -0.00728926, 0, 0, 0, 0, 0
389, 23.008, -0.0339408, -0.316016, 2, 0, -0.00728926, 0, 0, 0, 0, 0
390, 23.063, -0.0460793, -0.242769, 2, 0, -0.00728926, 0, 0, 0, 0, 0
391, 23.122, -0.0513705, -0.105824, 2, 0, -0.00728926, 0, 0, 0, 0, 0
392, 23.175, -0.0475935, 0.0755398, 2, -0.0438211, -0.00733511, -0.0475935, 0.0755398, -0.00367091, 8.62672e-05, -8.46823e-07
393, 23.232, -0.0362746, 0.226377, 2, -0.0249799, -0.00754053, -0.0362746, 0.226377, -0.0193882, 0.00079969, -1.37587e-05
394, 23.286, -0.0207645, 0.310203, 2, -0.00529346, -0.00773794, -0.0207645, 0.310203, -0.0313253, 0.00152088, -3.07834e-05
395, 23.339, -0.00336899, 0.34791, 2, 0.0139797, -0.00789229, -0.00336899, 0.34791, -0.0374263, 0.00193303, -4.16029e-05
396, 23.392, 0.0147644, 0.362668, 2, 0.0328478, -0.00801857, 0.0147644, 0.362668, -0.0400579, 0.00212148, -4.67977e-05
397, 23.449, 0.0332105, 0.368921, 2, 0.0516049, -0.00813446, 0.0332105, 0.368921, -0.0413304, 0.00221718, -4.95189e-05
398, 23.496, 0.0517906, 0.371601, 2, 0.0703182, -0.00824624, 0.0517906, 0.371601, -0.0420189, 0.00227207, -5.11263e-05
399, 23.557, 0.0705249, 0.374687, 2, 0.0892058, -0.0083607, 0.0705249, 0.374687, -0.0427852, 0.00233313, -5.29221e-05
400, 23.613, 0.0894829, 0.37916, 2, 0.108386, -0.00848019, 0.0894829, 0.37916, -0.0438005, 0.00241305, -5.52729e-05
401, 23.674, 0.108705, 0.38444, 2, 0.127871, -0.00860415, 0.108705, 0.38444, -0.0449716, 0.00250546, -5.80097e-05
402, 23.728, 0.128259, 0.391075, 2, 0.147754, -0.00873424, 0.128259, 0.391075, -0.0464003, 0.00261837, -6.1378e-05
403, 23.783, 0.147933, 0.393485, 2, 0.167548, -0.00885884, 0.147933, 0.393485, -0.0471023, 0.00267789, -6.32139e-05
404, 23.832, 0.167017, 0.381691, 2, 0.186045, -0.00895388, 0.167017, 0.381691, -0.0452952, 0.00254879, -5.95197e-05
405, 23.888, 0.183647, 0.3326, 2, 0.200231, -0.00896572, 0.183647, 0.3326, -0.0371815, 0.00196652, -4.31318e-05
406, 23.938, 0.193724, 0.201532, 2, 0.203778, -0.00881814, 0.193724, 0.201532, -0.0179189, 0.000749742, -1.29865e-05
407, 23.991, 0.192235, -0.0297872, 2, 0, -0.00863914, 0, 0, 0, 0, 0
408, 24.038, 0.179535, -0.253998, 2, 0, -0.00863914, 0, 0, 0, 0, 0
409, 24.095, 0.161058, -0.369536, 2, 0, -0.00863914, 0, 0, 0, 0, 0
410, 24.146, 0.140637, -0.408423, 2, 0, -0.00863914, 0, 0, 0, 0, 0
411, 24.204, 0.119799, -0.416753, 2, 0, -0.00863914, 0, 0, 0, 0, 0
412, 24.255, 0.0989866, -0.416252, 2, 0, -0.00863914, 0, 0, 0, 0, 0
413, 24.315, 0.0782177, -0.415378, 2, 0, -0.00863914, 0, 0, 0, 0, 0
414, 24.364, 0.0574315, -0.415724, 2, 0, -0.00863914, 0, 0, 0, 0, 0
415, 24.424, 0.0365709, -0.417212, 2, 0, -0.00863914, 0, 0, 0, 0, 0
416, 24.482, 0.0156325, -0.41877, 2, 0, -0.00863914, 0, 0, 0, 0, 0
417, 24.537, -0.00519869, -0.416623, 2, 0, -0.00863914, 0, 0, 0, 0, 0
418, 24.589, -0.0251542, -0.39911, 2, 0, -0.00863914, 0, 0, 0, 0, 0
419, 24.654, -0.0423062, -0.34304, 2, 0, -0.00863914, 0, 0, 0, 0, 0
420, 24.712, -0.052781, -0.209496, 2, 0, -0.00863914, 0, 0, 0, 0, 0
421, 24.771, -0.0519397, 0.0168259, 2, -0.0510989, -0.00864377, -0.0519397, 0.0168259, -0.000370196, 3.97569e-06, -1.78919e-08
422, 24.826, -0.0401727, 0.235341, 2, -0.0284312, -0.00889637, -0.0401727, 0.235341, -0.0205261, 0.000862417, -1.51161e-05
423, 24.893, -0.0224407, 0.35464, 2, -0.00475652, -0.00916932, -0.0224407, 0.35464, -0.0382892, 0.00198756, -4.30122e-05
424, 24.954, -0.00230871, 0.402639, 2, 0.017765, -0.0093688, -0.00230871, 0.402639, -0.0466143, 0.00259079, -6.0001e-05
425, 25.016, 0.0186824, 0.419823, 2, 0.0396112, -0.00952655, 0.0186824, 0.419823, -0.0499313, 0.00284689, -6.76041e-05
426, 25.063, 0.0399776, 0.425903, 2, 0.0612086, -0.00966865, 0.0399776, 0.425903, -0.0513297, 0.00296138, -7.11244e-05
427, 25.13, 0.0614586, 0.429621, 2, 0.0828743, -0.00980915, 0.0614586, 0.429621, -0.0523206, 0.00304578, -7.3776e-05
428, 25.188, 0.083199, 0.434809, 2, 0.104873, -0.00995567, 0.083199, 0.434809, -0.0535958, 0.00315333, -7.71598e-05
429, 25.242, 0.105322, 0.442461, 2, 0.127376, -0.0101113, 0.105322, 0.442461, -0.0553504, 0.0033002, -8.17966e-05
430, 25.303, 0.127826, 0.450072, 2, 0.150258, -0.0102717, 0.127826, 0.450072, -0.0571297, 0.00345129, -8.66295e-05
431, 25.359, 0.150329, 0.450069, 2, 0.172761, -0.0104188, 0.150329, 0.450069, -0.0574918, 0.00348982, -8.79726e-05
432, 25.409, 0.171333, 0.420082, 2, 0.192272, -0.0104968, 0.171333, 0.420082, -0.0522387, 0.00308116, -7.54257e-05
433, 25.466, 0.186571, 0.304759, 2, 0.201768, -0.0103838, 0.186571, 0.304759, -0.0327332, 0.00166183, -3.49773e-05
434, 25.52, 0.18851, 0.0387701, 2, 0.190446, -0.0100778, 0.18851, 0.0387701, -0.00167419, 3.31243e-05, -2.69074e-07
435, 25.576, 0.174988, -0.270428, 2, 0, -0.0100611, 0, 0, 0, 0, 0
436, 25.624, 0.153502, -0.429722, 2, 0, -0.0100611, 0, 0, 0, 0, 0
437, 25.68, 0.129776, -0.474519, 2, 0, -0.0100611, 0, 0, 0, 0, 0
438, 25.732, 0.105719, -0.481155, 2, 0, -0.0100611, 0, 0, 0, 0, 0
439, 25.791, 0.0817296, -0.479779, 3, 0, -0.0100611, 0, 0, 0, 0, 0
440, 25.842, 0.0577699, -0.479194, 3, 0, -0.0100611, 0, 0, 0, 0, 0
441, 25.895, 0.0337183, -0.481033, 3, 0, -0.0100611, 0, 0, 0, 0, 0
442, 25.946, 0.00955476, -0.48327, 3, 0, -0.0100611, 0, 0, 0, 0, 0
443, 26, -0.0143794, -0.478683, 3, 0, -0.0100611, 0, 0, 0, 0, 0
444, 26.054, -0.0367556, -0.447524, 3, 0, -0.0100611, 0, 0, 0, 0, 0
445, 26.108, -0.053868, -0.342249, 3, 0, -0.0100611, 0, 0, 0, 0, 0
446, 26.162, -0.0588513, -0.0996651, 3, 0, -0.0100611, 0, 0, 0, 0, 0
447, 26.219, -0.0484587, 0.207852, 3, -0.0380873, -0.0102729, -0.0484587, 0.207852, -0.016963, 0.000667559, -1.09632e-05
448, 26.268, -0.0288316, 0.392543, 3, -0.00926002, -0.0106592, -0.0288316, 0.392543, -0.0445198, 0.00242847, -5.5232e-05
449, 26.324, -0.0058772, 0.459087, 3, 0.0170064, -0.0109223, -0.0058772, 0.459087, -0.0566997, 0.00336258, -8.31013e-05
450, 26.372, 0.018136, 0.480263, 3, 0.0420729, -0.0111183, 0.018136, 0.480263, -0.0610628, 0.00372234, -9.451e-05
451, 26.427, 0.0425265, 0.487811, 3, 0.0668385, -0.0112938, 0.0425265, 0.487811, -0.0629145, 0.00388441, -9.98389e-05
452, 26.475, 0.0672005, 0.49348, 3, 0.0917941, -0.0114698, 0.0672005, 0.49348, -0.0644323, 0.00402104, -0.000104413
453, 26.529, 0.0922994, 0.501977, 3, 0.117315, -0.0116568, 0.0922994, 0.501977, -0.0665341, 0.00420853, -0.000110706
454, 26.576, 0.117903, 0.512067, 3, 0.14342, -0.0118536, 0.117903, 0.512067, -0.0689958, 0.00442962, -0.000118207
455, 26.631, 0.143568, 0.513306, 3, 0.169146, -0.0120347, 0.143568, 0.513306, -0.0697125, 0.00450389, -0.000120883
456, 26.678, 0.167125, 0.471139, 3, 0.190605, -0.0121101, 0.167125, 0.471139, -0.0618019, 0.0038489, -9.95159e-05
457, 26.733, 0.181796, 0.293422, 3, 0.196429, -0.0118789, 0.181796, 0.293422, -0.0309101, 0.00153929, -3.17804e-05
458, 26.785, 0.177219, -0.091547, 3, 0, -0.0115702, 0, 0, 0, 0, 0
459, 26.841, 0.156053, -0.423316, 3, 0, -0.0115702, 0, 0, 0, 0, 0
460, 26.889, 0.129423, -0.532603, 3, 0, -0.0115702, 0, 0, 0, 0, 0
461, 26.944, 0.101929, -0.549887, 3, 0, -0.0115702, 0, 0, 0, 0, 0
462, 26.996, 0.0745067, -0.548436, 3, 0, -0.0115702, 0, 0, 0, 0, 0
463, 27.052, 0.0471401, -0.547333, 3, 0, -0.0115702, 0, 0, 0, 0, 0
464, 27.102, 0.0196409, -0.549983, 3, 0, -0.0115702, 0, 0, 0, 0, 0
465, 27.164, -0.00792657, -0.551349, 3, 0, -0.0115702, 0, 0, 0, 0, 0
466, 27.218, -0.0345831, -0.533131, 3, 0, -0.0115702, 0, 0, 0, 0, 0
467, 27.271, -0.0567535, -0.443409, 3, 0, -0.0115702, 0, 0, 0, 0, 0
468, 27.32, -0.065803, -0.180989, 3, 0, -0.0115702, 0, 0, 0, 0, 0
469, 27.374, -0.0551057, 0.213945, 3, -0.0444305, -0.0117909, -0.0551057, 0.213945, -0.0176724, 0.000704311, -1.17158e-05
470, 27.423, -0.0324781, 0.452553, 3, -0.00991923, -0.0123019, -0.0324781, 0.452553, -0.0550864, 0.00322534, -7.87407e-05
471, 27.485, -0.00616796, 0.526202, 3, 0.0200553, -0.0126202, -0.00616796, 0.526202, -0.0695795, 0.00441786, -0.000116892
472, 27.541, 0.0212034, 0.547427, 3, 0.0484819, -0.0128533, 0.0212034, 0.547427, -0.0743444, 0.00484022, -0.000131247
473, 27.607, 0.0490179, 0.55629, 3, 0.0767366, -0.0130681, 0.0490179, 0.55629, -0.0766862, 0.00505958, -0.000138958
